match_id,stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,prediction_team_home_win,prediction_draw,prediction_team_away_win,prediction_quantity,location,lineup_home,lineup_away,player_names_home,player_numbers_home,player_names_away,player_numbers_away
351,Matchday 3,28/08/2022,False,False,False,Hellas Verona,Atalanta,0,1,0.49,0.51,14,15,2,7,0.43,0.57,0.15,0.09,0.76,22301,Marcantonio Bentegodi,"[{'player_name': ' Henry', 'player_number': '9'}, {'player_name': ' Lasagna', 'player_number': '11'}, {'player_name': ' Lazović', 'player_number': '8'}, {'player_name': ' Tameze', 'player_number': '61'}, {'player_name': ' Veloso', 'player_number': '4'}, {'player_name': ' Ilić', 'player_number': '14'}, {'player_name': ' Terracciano', 'player_number': '24'}, {'player_name': ' Ceccherini', 'player_number': '17'}, {'player_name': ' Günter', 'player_number': '21'}, {'player_name': ' Coppola', 'player_number': '42'}, {'player_name': ' Montipò', 'player_number': '1'}]","[{'player_name': ' Zapata', 'player_number': '91'}, {'player_name': ' Lookman', 'player_number': '11'}, {'player_name': ' Malinovskyi', 'player_number': '18'}, {'player_name': ' Soppy', 'player_number': '93'}, {'player_name': ' Koopmeiners', 'player_number': '7'}, {'player_name': ' De Roon', 'player_number': '15'}, {'player_name': ' Hateboer', 'player_number': '33'}, {'player_name': ' Tolói', 'player_number': '2'}, {'player_name': ' Demiral', 'player_number': '28'}, {'player_name': ' Okoli', 'player_number': '5'}, {'player_name': ' Musso', 'player_number': '1'}]","['Henry', 'Lasagna', 'Lazović', 'Tameze', 'Veloso', 'Ilić', 'Terracciano', 'Ceccherini', 'Günter', 'Coppola', 'Montipò']","['9', '11', '8', '61', '4', '14', '24', '17', '21', '42', '1']","['Zapata', 'Lookman', 'Malinovskyi', 'Soppy', 'Koopmeiners', 'De Roon', 'Hateboer', 'Tolói', 'Demiral', 'Okoli', 'Musso']","['91', '11', '18', '93', '7', '15', '33', '2', '28', '5', '1']"
352,Matchday 3,28/08/2022,False,False,False,Salernitana,Sampdoria,4,0,0.44,0.56,9,17,6,6,0.39,0.61,0.4,0.13,0.47,18028,Arechi,"[{'player_name': ' Bonazzoli', 'player_number': '9'}, {'player_name': ' Dia', 'player_number': '29'}, {'player_name': ' Mazzocchi', 'player_number': '30'}, {'player_name': ' Vilhena', 'player_number': '10'}, {'player_name': ' Coulibaly', 'player_number': '18'}, {'player_name': ' Maggiore', 'player_number': '25'}, {'player_name': ' Candreva', 'player_number': '87'}, {'player_name': ' Fazio', 'player_number': '17'}, {'player_name': ' Gyomber', 'player_number': '23'}, {'player_name': ' Bronn', 'player_number': '2'}, {'player_name': ' Sepe', 'player_number': '33'}]","[{'player_name': ' Caputo', 'player_number': '10'}, {'player_name': ' Đuričić', 'player_number': '7'}, {'player_name': ' Sabiri', 'player_number': '11'}, {'player_name': ' Rincon', 'player_number': '8'}, {'player_name': ' Léris', 'player_number': '37'}, {'player_name': ' Villar', 'player_number': '4'}, {'player_name': ' Augello', 'player_number': '3'}, {'player_name': ' Colley', 'player_number': '15'}, {'player_name': ' Ferrari', 'player_number': '25'}, {'player_name': ' Depaoli', 'player_number': '12'}, {'player_name': ' Audero', 'player_number': '1'}]","['Bonazzoli', 'Dia', 'Mazzocchi', 'Vilhena', 'Coulibaly', 'Maggiore', 'Candreva', 'Fazio', 'Gyomber', 'Bronn', 'Sepe']","['9', '29', '30', '10', '18', '25', '87', '17', '23', '2', '33']","['Caputo', 'Đuričić', 'Sabiri', 'Rincon', 'Léris', 'Villar', 'Augello', 'Colley', 'Ferrari', 'Depaoli', 'Audero']","['10', '7', '11', '8', '37', '4', '3', '15', '25', '12', '1']"
353,Matchday 3,27/08/2022,False,False,False,Spezia,Sassuolo,2,2,0.42,0.58,7,21,2,8,0.39,0.61,0.16,0.12,0.72,18091,Alberto Picco,"[{'player_name': ' Nzola', 'player_number': '18'}, {'player_name': ' Strelec', 'player_number': '44'}, {'player_name': ' Reca', 'player_number': '13'}, {'player_name': ' Agudelo', 'player_number': '33'}, {'player_name': ' Bourabia', 'player_number': '6'}, {'player_name': ' Bastoni', 'player_number': '20'}, {'player_name': ' Gyasi', 'player_number': '11'}, {'player_name': ' Nikolaou', 'player_number': '43'}, {'player_name': ' Kiwior', 'player_number': '14'}, {'player_name': ' Hristov', 'player_number': '15'}, {'player_name': ' Drągowski', 'player_number': '69'}]","[{'player_name': ' Kyriakopoulos', 'player_number': '77'}, {'player_name': ' Pinamonti', 'player_number': '9'}, {'player_name': ' Berardi', 'player_number': '10'}, {'player_name': ' de Souza', 'player_number': '7'}, {'player_name': ' Lopez', 'player_number': '27'}, {'player_name': ' Frattesi', 'player_number': '16'}, {'player_name': ' Rogério', 'player_number': '6'}, {'player_name': ' Ferrari', 'player_number': '13'}, {'player_name': ' Erlić', 'player_number': '28'}, {'player_name': ' Toljan', 'player_number': '22'}, {'player_name': ' Consigli', 'player_number': '47'}]","['Nzola', 'Strelec', 'Reca', 'Agudelo', 'Bourabia', 'Bastoni', 'Gyasi', 'Nikolaou', 'Kiwior', 'Hristov', 'Drągowski']","['18', '44', '13', '33', '6', '20', '11', '43', '14', '15', '69']","['Kyriakopoulos', 'Pinamonti', 'Berardi', 'de Souza', 'Lopez', 'Frattesi', 'Rogério', 'Ferrari', 'Erlić', 'Toljan', 'Consigli']","['77', '9', '10', '7', '27', '16', '6', '13', '28', '22', '47']"
354,Matchday 3,27/08/2022,False,False,False,Milan,Bologna,2,0,0.47,0.53,19,8,7,0,0.55,0.45,0.87,0.04,0.09,73269,Giuseppe Meazza,"[{'player_name': ' Giroud', 'player_number': '9'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' De Ketelaere', 'player_number': '90'}, {'player_name': ' Messias', 'player_number': '30'}, {'player_name': ' Bennacer', 'player_number': '4'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Calabria', 'player_number': '2'}, {'player_name': ' Maignan', 'player_number': '16'}]","[{'player_name': ' Barrow', 'player_number': '99'}, {'player_name': ' Arnautovic', 'player_number': '9'}, {'player_name': ' Cambiaso', 'player_number': '50'}, {'player_name': ' Domínguez', 'player_number': '8'}, {'player_name': ' Schouten', 'player_number': '30'}, {'player_name': ' Vignato', 'player_number': '55'}, {'player_name': ' Kasius', 'player_number': '33'}, {'player_name': ' Lucumí', 'player_number': '26'}, {'player_name': ' Medel', 'player_number': '17'}, {'player_name': ' Soumaoro', 'player_number': '5'}, {'player_name': ' Skorupski', 'player_number': '28'}]","['Giroud', 'Leão', 'De Ketelaere', 'Messias', 'Bennacer', 'Tonali', 'Hernandez', 'Tomori', 'Kalulu', 'Calabria', 'Maignan']","['9', '17', '90', '30', '4', '8', '19', '23', '20', '2', '16']","['Barrow', 'Arnautovic', 'Cambiaso', 'Domínguez', 'Schouten', 'Vignato', 'Kasius', 'Lucumí', 'Medel', 'Soumaoro', 'Skorupski']","['99', '9', '50', '8', '30', '55', '33', '26', '17', '5', '28']"
355,Matchday 3,27/08/2022,False,False,False,Juventus,Roma,1,1,0.57,0.43,14,8,3,4,0.52,0.48,0.62,0.1,0.28,176269,Allianz Stadium,"[{'player_name': ' Vlahović', 'player_number': '9'}, {'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Miretti', 'player_number': '20'}, {'player_name': ' Cuadrado', 'player_number': '11'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Bremer', 'player_number': '3'}, {'player_name': ' De Sciglio', 'player_number': '2'}, {'player_name': ' Szczęsny', 'player_number': '1'}]","[{'player_name': ' Abraham', 'player_number': '9'}, {'player_name': ' Pellegrini', 'player_number': '7'}, {'player_name': ' Dybala', 'player_number': '21'}, {'player_name': ' Spinazzola', 'player_number': '37'}, {'player_name': ' Matic', 'player_number': '8'}, {'player_name': ' Cristante', 'player_number': '4'}, {'player_name': ' Karsdorp', 'player_number': '2'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Smalling', 'player_number': '6'}, {'player_name': ' Mancini', 'player_number': '23'}, {'player_name': ' Patrício', 'player_number': '1'}]","['Vlahović', 'Kostić', 'Miretti', 'Cuadrado', 'Locatelli', 'Rabiot', 'Alex Sandro', 'Danilo', 'Bremer', 'De Sciglio', 'Szczęsny']","['9', '17', '20', '11', '5', '25', '12', '6', '3', '2', '1']","['Abraham', 'Pellegrini', 'Dybala', 'Spinazzola', 'Matic', 'Cristante', 'Karsdorp', 'Ibañez', 'Smalling', 'Mancini', 'Patrício']","['9', '7', '21', '37', '8', '4', '2', '3', '6', '23', '1']"
356,Matchday 3,27/08/2022,False,False,False,Cremonese,Torino,1,2,0.53,0.47,16,14,6,5,0.55,0.45,0.21,0.09,0.7,23173,Giovanni Zini,"[{'player_name': ' Dessers', 'player_number': '90'}, {'player_name': ' Okereke', 'player_number': '77'}, {'player_name': ' Zanimacchia', 'player_number': '98'}, {'player_name': ' Valeri', 'player_number': '3'}, {'player_name': ' Escalante', 'player_number': '32'}, {'player_name': ' Pickel', 'player_number': '6'}, {'player_name': ' Báez', 'player_number': '7'}, {'player_name': ' Vásquez', 'player_number': '5'}, {'player_name': ' Bianchetti', 'player_number': '15'}, {'player_name': ' Aiwu', 'player_number': '4'}, {'player_name': ' Radu', 'player_number': '97'}]","[{'player_name': ' Sanabria', 'player_number': '9'}, {'player_name': ' Radonjić', 'player_number': '49'}, {'player_name': ' Vlašić', 'player_number': '16'}, {'player_name': ' Aina', 'player_number': '34'}, {'player_name': ' Linetty', 'player_number': '77'}, {'player_name': ' Ricci', 'player_number': '28'}, {'player_name': ' Singo', 'player_number': '17'}, {'player_name': ' Rodríguez', 'player_number': '13'}, {'player_name': ' Buongiorno', 'player_number': '4'}, {'player_name': ' Schuurs', 'player_number': '3'}, {'player_name': ' Milinković-Savić', 'player_number': '32'}]","['Dessers', 'Okereke', 'Zanimacchia', 'Valeri', 'Escalante', 'Pickel', 'Báez', 'Vásquez', 'Bianchetti', 'Aiwu', 'Radu']","['90', '77', '98', '3', '32', '6', '7', '5', '15', '4', '97']","['Sanabria', 'Radonjić', 'Vlašić', 'Aina', 'Linetty', 'Ricci', 'Singo', 'Rodríguez', 'Buongiorno', 'Schuurs', 'Milinković-Savić']","['9', '49', '16', '34', '77', '28', '17', '13', '4', '3', '32']"
357,Matchday 3,26/08/2022,False,False,False,Lazio,Inter,3,1,0.47,0.53,11,19,7,7,0.54,0.46,0.19,0.09,0.72,89225,Olimpico,"[{'player_name': ' Zaccagni', 'player_number': '20'}, {'player_name': ' Immobile', 'player_number': '17'}, {'player_name': ' Anderson', 'player_number': '7'}, {'player_name': ' Vecino', 'player_number': '5'}, {'player_name': ' Cataldi', 'player_number': '32'}, {'player_name': ' Milinković-Savić', 'player_number': '21'}, {'player_name': ' Marusic', 'player_number': '77'}, {'player_name': ' Romagnoli', 'player_number': '13'}, {'player_name': ' Gabarron', 'player_number': '4'}, {'player_name': ' Lazzari', 'player_number': '29'}, {'player_name': ' Provedel', 'player_number': '94'}]","[{'player_name': ' Martínez', 'player_number': '10'}, {'player_name': ' Lukaku', 'player_number': '90'}, {'player_name': ' Dimarco', 'player_number': '32'}, {'player_name': ' Brozović', 'player_number': '77'}, {'player_name': ' Gagliardini', 'player_number': '5'}, {'player_name': ' Barella', 'player_number': '23'}, {'player_name': ' Dumfries', 'player_number': '2'}, {'player_name': ' Bastoni', 'player_number': '95'}, {'player_name': ' De Vrij', 'player_number': '6'}, {'player_name': ' Skriniar', 'player_number': '37'}, {'player_name': ' Handanovic', 'player_number': '1'}]","['Zaccagni', 'Immobile', 'Anderson', 'Vecino', 'Cataldi', 'Milinković-Savić', 'Marusic', 'Romagnoli', 'Gabarron', 'Lazzari', 'Provedel']","['20', '17', '7', '5', '32', '21', '77', '13', '4', '29', '94']","['Martínez', 'Lukaku', 'Dimarco', 'Brozović', 'Gagliardini', 'Barella', 'Dumfries', 'Bastoni', 'De Vrij', 'Skriniar', 'Handanovic']","['10', '90', '32', '77', '5', '23', '2', '95', '6', '37', '1']"
358,Matchday 3,26/08/2022,False,False,False,Monza,Udinese,1,2,0.57,0.43,10,15,5,4,0.41,0.59,0.41,0.1,0.49,25006,U-Power Stadium,"[{'player_name': ' Petagna', 'player_number': '37'}, {'player_name': ' Caprari', 'player_number': '17'}, {'player_name': ' Molina', 'player_number': '79'}, {'player_name': ' Valoti', 'player_number': '10'}, {'player_name': ' Sensi', 'player_number': '12'}, {'player_name': ' Colpani', 'player_number': '28'}, {'player_name': ' Birindelli', 'player_number': '19'}, {'player_name': ' Carlos', 'player_number': '30'}, {'player_name': ' Marrone', 'player_number': '34'}, {'player_name': ' Caldirola', 'player_number': '5'}, {'player_name': ' Di Gregorio', 'player_number': '16'}]","[{'player_name': ' Deulofeu', 'player_number': '10'}, {'player_name': ' Beto', 'player_number': '9'}, {'player_name': ' Udogie', 'player_number': '13'}, {'player_name': ' Lovric', 'player_number': '4'}, {'player_name': ' Walace', 'player_number': '11'}, {'player_name': ' Makengo', 'player_number': '6'}, {'player_name': ' Pereyra', 'player_number': '37'}, {'player_name': ' Masina', 'player_number': '3'}, {'player_name': ' Nuytinck', 'player_number': '17'}, {'player_name': ' Rodrigo Becão', 'player_number': '50'}, {'player_name': ' Silvestri', 'player_number': '1'}]","['Petagna', 'Caprari', 'Molina', 'Valoti', 'Sensi', 'Colpani', 'Birindelli', 'Carlos', 'Marrone', 'Caldirola', 'Di Gregorio']","['37', '17', '79', '10', '12', '28', '19', '30', '34', '5', '16']","['Deulofeu', 'Beto', 'Udogie', 'Lovric', 'Walace', 'Makengo', 'Pereyra', 'Masina', 'Nuytinck', 'Rodrigo Becão', 'Silvestri']","['10', '9', '13', '4', '11', '6', '37', '3', '17', '50', '1']"
359,Matchday 2,22/08/2022,False,False,False,Sampdoria,Juventus,0,0,0.47,0.53,9,10,1,4,0.47,0.53,0.09,0.04,0.87,122365,Luigi Ferraris,"[{'player_name': ' Caputo', 'player_number': '10'}, {'player_name': ' Đuričić', 'player_number': '7'}, {'player_name': ' Sabiri', 'player_number': '11'}, {'player_name': ' Rincon', 'player_number': '8'}, {'player_name': ' Léris', 'player_number': '37'}, {'player_name': ' Vieira', 'player_number': '14'}, {'player_name': ' Augello', 'player_number': '3'}, {'player_name': ' Colley', 'player_number': '15'}, {'player_name': ' Ferrari', 'player_number': '25'}, {'player_name': ' Bereszyński', 'player_number': '24'}, {'player_name': ' Audero', 'player_number': '1'}]","[{'player_name': ' Kostić', 'player_number': '17'}, {'player_name': ' Vlahović', 'player_number': '9'}, {'player_name': ' Cuadrado', 'player_number': '11'}, {'player_name': ' Rabiot', 'player_number': '25'}, {'player_name': ' Locatelli', 'player_number': '5'}, {'player_name': ' McKennie', 'player_number': '8'}, {'player_name': ' Alex Sandro', 'player_number': '12'}, {'player_name': ' Bremer', 'player_number': '3'}, {'player_name': ' Rugani', 'player_number': '24'}, {'player_name': ' Danilo', 'player_number': '6'}, {'player_name': ' Perin', 'player_number': '36'}]","['Caputo', 'Đuričić', 'Sabiri', 'Rincon', 'Léris', 'Vieira', 'Augello', 'Colley', 'Ferrari', 'Bereszyński', 'Audero']","['10', '7', '11', '8', '37', '14', '3', '15', '25', '24', '1']","['Kostić', 'Vlahović', 'Cuadrado', 'Rabiot', 'Locatelli', 'McKennie', 'Alex Sandro', 'Bremer', 'Rugani', 'Danilo', 'Perin']","['17', '9', '11', '25', '5', '8', '12', '3', '24', '6', '36']"
360,Matchday 2,22/08/2022,False,False,False,Roma,Cremonese,1,0,0.48,0.52,27,14,12,3,0.65,0.35,0.89,0.03,0.08,69135,Olimpico,"[{'player_name': ' Abraham', 'player_number': '9'}, {'player_name': ' Zaniolo', 'player_number': '22'}, {'player_name': ' Dybala', 'player_number': '21'}, {'player_name': ' Spinazzola', 'player_number': '37'}, {'player_name': ' Cristante', 'player_number': '4'}, {'player_name': ' Pellegrini', 'player_number': '7'}, {'player_name': ' Karsdorp', 'player_number': '2'}, {'player_name': ' Ibañez', 'player_number': '3'}, {'player_name': ' Smalling', 'player_number': '6'}, {'player_name': ' Mancini', 'player_number': '23'}, {'player_name': ' Patrício', 'player_number': '1'}]","[{'player_name': ' Okereke', 'player_number': '77'}, {'player_name': ' Dessers', 'player_number': '90'}, {'player_name': ' Zanimacchia', 'player_number': '98'}, {'player_name': ' Valeri', 'player_number': '3'}, {'player_name': ' Ascacíbar', 'player_number': '8'}, {'player_name': ' Pickel', 'player_number': '6'}, {'player_name': ' Ghiglione', 'player_number': '18'}, {'player_name': ' Lochoshvili', 'player_number': '44'}, {'player_name': ' Chiriches', 'player_number': '21'}, {'player_name': ' Aiwu', 'player_number': '4'}, {'player_name': ' Radu', 'player_number': '97'}]","['Abraham', 'Zaniolo', 'Dybala', 'Spinazzola', 'Cristante', 'Pellegrini', 'Karsdorp', 'Ibañez', 'Smalling', 'Mancini', 'Patrício']","['9', '22', '21', '37', '4', '7', '2', '3', '6', '23', '1']","['Okereke', 'Dessers', 'Zanimacchia', 'Valeri', 'Ascacíbar', 'Pickel', 'Ghiglione', 'Lochoshvili', 'Chiriches', 'Aiwu', 'Radu']","['77', '90', '98', '3', '8', '6', '18', '44', '21', '4', '97']"
361,Matchday 2,21/08/2022,False,False,False,Atalanta,Milan,1,1,0.4,0.6,11,18,2,7,0.41,0.58,0.16,0.08,0.76,92882,Gewiss Stadium,"[{'player_name': ' Zapata', 'player_number': '91'}, {'player_name': ' Pašalić', 'player_number': '88'}, {'player_name': ' Malinovskyi', 'player_number': '18'}, {'player_name': ' Mæhle', 'player_number': '3'}, {'player_name': ' Koopmeiners', 'player_number': '7'}, {'player_name': ' De Roon', 'player_number': '15'}, {'player_name': ' Hateboer', 'player_number': '33'}, {'player_name': ' Djimsiti', 'player_number': '19'}, {'player_name': ' Demiral', 'player_number': '28'}, {'player_name': ' Tolói', 'player_number': '2'}, {'player_name': ' Musso', 'player_number': '1'}]","[{'player_name': ' Rebic', 'player_number': '12'}, {'player_name': ' Leão', 'player_number': '17'}, {'player_name': ' Diaz', 'player_number': '10'}, {'player_name': ' Messias', 'player_number': '30'}, {'player_name': ' Tonali', 'player_number': '8'}, {'player_name': ' Bennacer', 'player_number': '4'}, {'player_name': ' Hernandez', 'player_number': '19'}, {'player_name': ' Tomori', 'player_number': '23'}, {'player_name': ' Kalulu', 'player_number': '20'}, {'player_name': ' Calabria', 'player_number': '2'}, {'player_name': ' Maignan', 'player_number': '16'}]","['Zapata', 'Pašalić', 'Malinovskyi', 'Mæhle', 'Koopmeiners', 'De Roon', 'Hateboer', 'Djimsiti', 'Demiral', 'Tolói', 'Musso']","['91', '88', '18', '3', '7', '15', '33', '19', '28', '2', '1']","['Rebic', 'Leão', 'Diaz', 'Messias', 'Tonali', 'Bennacer', 'Hernandez', 'Tomori', 'Kalulu', 'Calabria', 'Maignan']","['12', '17', '10', '30', '8', '4', '19', '23', '20', '2', '16']"
362,Matchday 2,21/08/2022,False,False,False,Bologna,Hellas Verona,1,1,0.53,0.47,17,19,5,3,0.51,0.5,0.45,0.17,0.38,21647,Renato Dall'Ara,"[{'player_name': ' Arnautovic', 'player_number': '9'}, {'player_name': ' Orsolini', 'player_number': '7'}, {'player_name': ' Soriano', 'player_number': '21'}, {'player_name': ' Cambiaso', 'player_number': '50'}, {'player_name': ' Schouten', 'player_number': '30'}, {'player_name': ' Domínguez', 'player_number': '8'}, {'player_name': ' Kasius', 'player_number': '33'}, {'player_name': ' Bonifazi', 'player_number': '14'}, {'player_name': ' Medel', 'player_number': '17'}, {'player_name': ' De Silvestri', 'player_number': '29'}, {'player_name': ' Skorupski', 'player_number': '28'}]","[{'player_name': ' Lasagna', 'player_number': '11'}, {'player_name': ' Henry', 'player_number': '9'}, {'player_name': ' Lazović', 'player_number': '8'}, {'player_name': ' Ilić', 'player_number': '14'}, {'player_name': ' Hongla', 'player_number': '18'}, {'player_name': ' Tameze', 'player_number': '61'}, {'player_name': ' Faraoni', 'player_number': '5'}, {'player_name': ' Retsos', 'player_number': '45'}, {'player_name': ' Günter', 'player_number': '21'}, {'player_name': ' Coppola', 'player_number': '42'}, {'player_name': ' Montipò', 'player_number': '1'}]","['Arnautovic', 'Orsolini', 'Soriano', 'Cambiaso', 'Schouten', 'Domínguez', 'Kasius', 'Bonifazi', 'Medel', 'De Silvestri', 'Skorupski']","['9', '7', '21', '50', '30', '8', '33', '14', '17', '29', '28']","['Lasagna', 'Henry', 'Lazović', 'Ilić', 'Hongla', 'Tameze', 'Faraoni', 'Retsos', 'Günter', 'Coppola', 'Montipò']","['11', '9', '8', '14', '18', '61', '5', '45', '21', '42', '1']"
363,Matchday 2,21/08/2022,False,False,False,Napoli,Monza,4,0,0.55,0.45,22,4,5,1,0.56,0.44,0.83,0.04,0.13,64099,Diego Armando Maradona,"[{'player_name': ' Kvaratskhelia', 'player_number': '77'}, {'player_name': ' Osimhen', 'player_number': '9'}, {'player_name': ' Lozano', 'player_number': '11'}, {'player_name': ' Zieliński', 'player_number': '20'}, {'player_name': ' Lobotka', 'player_number': '68'}, {'player_name': ' Zambo Anguissa', 'player_number': '99'}, {'player_name': ' Rui', 'player_number': '6'}, {'player_name': ' Kim Min-jae', 'player_number': '3'}, {'player_name': ' Rrahmani', 'player_number': '13'}, {'player_name': ' Di Lorenzo', 'player_number': '22'}, {'player_name': ' Meret', 'player_number': '1'}]","[{'player_name': ' Caprari', 'player_number': '17'}, {'player_name': ' Petagna', 'player_number': '37'}, {'player_name': "" D'Alessandro"", 'player_number': '77'}, {'player_name': ' Sensi', 'player_number': '12'}, {'player_name': ' Barberis', 'player_number': '8'}, {'player_name': ' Ranocchia', 'player_number': '22'}, {'player_name': ' Birindelli', 'player_number': '19'}, {'player_name': ' Carboni', 'player_number': '44'}, {'player_name': ' Ranocchia', 'player_number': '13'}, {'player_name': ' Marlon', 'player_number': '4'}, {'player_name': ' Di Gregorio', 'player_number': '16'}]","['Kvaratskhelia', 'Osimhen', 'Lozano', 'Zieliński', 'Lobotka', 'Zambo Anguissa', 'Rui', 'Kim Min-jae', 'Rrahmani', 'Di Lorenzo', 'Meret']","['77', '9', '11', '20', '68', '99', '6', '3', '13', '22', '1']","['Caprari', 'Petagna', ""D'Alessandro"", 'Sensi', 'Barberis', 'Ranocchia', 'Birindelli', 'Carboni', 'Ranocchia', 'Marlon', 'Di Gregorio']","['17', '37', '77', '12', '8', '22', '19', '44', '13', '4', '16']"
364,Matchday 2,21/08/2022,False,False,False,Empoli,Fiorentina,0,0,0.36,0.64,4,19,2,2,0.51,0.49,0.11,0.09,0.8,25414,Carlo Castellani,"[{'player_name': ' Destro', 'player_number': '23'}, {'player_name': ' Lammers', 'player_number': '7'}, {'player_name': ' Bajrami', 'player_number': '10'}, {'player_name': ' Bandinelli', 'player_number': '25'}, {'player_name': ' Marin', 'player_number': '18'}, {'player_name': ' Henderson', 'player_number': '8'}, {'player_name': ' Parisi', 'player_number': '65'}, {'player_name': ' Luperto', 'player_number': '33'}, {'player_name': ' Ismajli', 'player_number': '34'}, {'player_name': ' Stojanovic', 'player_number': '30'}, {'player_name': ' Vicario', 'player_number': '13'}]","[{'player_name': ' Saponara', 'player_number': '8'}, {'player_name': ' Jović', 'player_number': '7'}, {'player_name': ' Ikoné', 'player_number': '11'}, {'player_name': ' Maleh', 'player_number': '14'}, {'player_name': ' Mandragora', 'player_number': '38'}, {'player_name': ' Bonaventura', 'player_number': '5'}, {'player_name': ' Terzic', 'player_number': '15'}, {'player_name': ' Martínez Quarta', 'player_number': '28'}, {'player_name': ' Milenković', 'player_number': '4'}, {'player_name': ' Dodô', 'player_number': '2'}, {'player_name': ' Gollini', 'player_number': '95'}]","['Destro', 'Lammers', 'Bajrami', 'Bandinelli', 'Marin', 'Henderson', 'Parisi', 'Luperto', 'Ismajli', 'Stojanovic', 'Vicario']","['23', '7', '10', '25', '18', '8', '65', '33', '34', '30', '13']","['Saponara', 'Jović', 'Ikoné', 'Maleh', 'Mandragora', 'Bonaventura', 'Terzic', 'Martínez Quarta', 'Milenković', 'Dodô', 'Gollini']","['8', '7', '11', '14', '38', '5', '15', '28', '4', '2', '95']"
365,Matchday 2,20/08/2022,False,False,False,Sassuolo,Lecce,1,0,0.59,0.41,12,7,3,1,0.39,0.61,0.69,0.09,0.22,22496,MAPEI Stadium - Città del Tricolore,"[{'player_name': ' Kyriakopoulos', 'player_number': '77'}, {'player_name': ' Pinamonti', 'player_number': '9'}, {'player_name': ' Berardi', 'player_number': '10'}, {'player_name': ' de Souza', 'player_number': '7'}, {'player_name': ' Lopez', 'player_number': '27'}, {'player_name': ' Frattesi', 'player_number': '16'}, {'player_name': ' Rogério', 'player_number': '6'}, {'player_name': ' Ferrari', 'player_number': '13'}, {'player_name': ' Erlić', 'player_number': '28'}, {'player_name': ' Toljan', 'player_number': '22'}, {'player_name': ' Consigli', 'player_number': '47'}]","[{'player_name': ' Di Francesco', 'player_number': '11'}, {'player_name': ' Ceesay', 'player_number': '77'}, {'player_name': ' Strefezza', 'player_number': '27'}, {'player_name': ' Gonzàlez', 'player_number': '16'}, {'player_name': ' Hjulmand', 'player_number': '42'}, {'player_name': ' Bistrovic', 'player_number': '8'}, {'player_name': ' Gallo', 'player_number': '25'}, {'player_name': ' Baschirotto', 'player_number': '6'}, {'player_name': ' Blin', 'player_number': '29'}, {'player_name': ' Gendrey', 'player_number': '17'}, {'player_name': ' Falcone', 'player_number': '30'}]","['Kyriakopoulos', 'Pinamonti', 'Berardi', 'de Souza', 'Lopez', 'Frattesi', 'Rogério', 'Ferrari', 'Erlić', 'Toljan', 'Consigli']","['77', '9', '10', '7', '27', '16', '6', '13', '28', '22', '47']","['Di Francesco', 'Ceesay', 'Strefezza', 'Gonzàlez', 'Hjulmand', 'Bistrovic', 'Gallo', 'Baschirotto', 'Blin', 'Gendrey', 'Falcone']","['11', '77', '27', '16', '42', '8', '25', '6', '29', '17', '30']"
